StartDate,EndDate,Status.x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,consent,partisanship,heardOfRCV,votedRCV,Q9_First Click,Q9_Last Click,Q9_Page Submit,Q9_Click Count,selfreportPlurality,selfreportRCV,comp1_pl,comp1_rcv,comp2_pl,comp2_rcv,comp3_Bwins,what_happens,mandateLib,PrimaryFair,PrimaryFair_DO,PrimaryMandate,PrimaryMandate_DO,feedback,assignmentId,projectId,InfoTreatment,ThirdParty,SecondPartyVS,ThirdPartyVS,Create New Field or Choose From Dropdown...,FL_18_DO,FL_12_DO,FL_15_DO,fairness,mandate,fairness_DO,mandate_DO,StartTime (America/Chicago),CompletionTime (America/Chicago),CompletionType,CompletionCode,Payment,Bonus,Fees,Status.y,QueryString,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Voter Registration,Country Of Residence,Household Income,Race,Employment Status
2025-04-28T10:20:02Z,2025-04-28T10:23:15Z,IP Address,72.26.34.13,100,193,TRUE,2025-04-28T10:23:16Z,26.3798,-98.8203,EN,1,"Yes, I understand and consent to take part in the survey",I would not vote for either one,No,No,NA,NA,NA,NA,Moderately well,Slightly well,Candidate A,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,The Democrat,Candidate A winning (by plurality rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate A,Candidate B|Candidate A|Don't know,NA,df0232d8-c251-41e8-bec8-5b8aedb5572f,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Libertarian,35,18,NA,FL_20|FL_21|FL_19,FL_14,FL_16,The Democrat winning (by plurality rules),The Democrat winning (by plurality rules),The Democrat winning (by plurality rules)|The Republican winning (by RCV rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:20:01 AM,04/28/2025 11:23:19 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,34,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Married,Democrat,"Yes, Mexican, Mexican Am., Chicano",Man,Yes,United States,"$70,000-$79,999",White,"Not in paid work (e.g., homemaker, disabled)"
2025-04-28T10:20:00Z,2025-04-28T10:23:17Z,IP Address,107.9.140.177,100,197,TRUE,2025-04-28T10:23:18Z,41.46,-82.1748,EN,0.800000011920929,"Yes, I understand and consent to take part in the survey",I would not vote for either one,Not sure,Not sure,NA,NA,NA,NA,Not well at all,Not well at all,Candidate A,Candidate A,Candidate A,Candidate A,Candidate A,Your vote goes to your next preferred candidate,Don't know,Candidate A winning (by plurality rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Don't know,Candidate B|Candidate A|Don't know,"I didn't really get ranked choice voting much. like if one is eliminated, how do we know where their votes go because we werent told what their second choice was? unless I misread something. just wanted to mention it. thanks for the survey!",9e7e27dd-d44a-442c-a075-a9901dbf8e7a,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Libertarian,44,9,NA,FL_21|FL_20|FL_19,FL_14,FL_17,The Democrat winning (by plurality rules),The Democrat winning (by plurality rules),The Democrat winning (by plurality rules)|The Republican winning (by RCV rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:58 AM,04/28/2025 11:23:20 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,34,"Some college, but no degree",Female,Other,Single,Independent,"Yes, Puerto Rican",Woman,Yes,United States,"$30,000-$39,999",White,Unemployed
2025-04-28T10:19:49Z,2025-04-28T10:23:19Z,IP Address,69.135.68.226,100,210,TRUE,2025-04-28T10:23:20Z,41.3137,-81.7246,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Republican,No,No,13.192,77.783,78.69,2,Slightly well,Slightly well,Candidate A,Not enough information,Candidate A,Not enough information,Candidate B,Your vote goes to your next preferred candidate,Don't know,Candidate A winning (by plurality rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Don't know,Candidate B|Candidate A|Don't know,NA,2ce0d281-c903-4a7e-bb1a-fffc3df078e8,7614aeee-b6cd-4754-8f76-c9f3ec004976,Video,Libertarian,44,9,NA,FL_20|FL_19|FL_21,FL_14,FL_17,The Republican winning (by RCV rules),The Republican winning (by RCV rules),The Democrat winning (by plurality rules)|The Republican winning (by RCV rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:48 AM,04/28/2025 11:23:23 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,51,"Bachelor's degree (for example: BA, AB, BS)",Female,Finance,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$125,000-$149,999",White,Full-time
2025-04-28T10:19:47Z,2025-04-28T10:23:25Z,IP Address,98.118.109.56,100,217,TRUE,2025-04-28T10:23:25Z,42.0622,-71.3412,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Republican,No,No,88.003,88.164,89.301,2,Perfectly well,Perfectly well,Candidate A,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,Don't know,Candidate A winning (by plurality rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Don't know,Candidate A|Candidate B|Don't know,I had never heard of RCV that was interesting thanks,92f13dc2-efd2-4c70-9c60-5bd18020fcbc,7614aeee-b6cd-4754-8f76-c9f3ec004976,Video,Libertarian,44,9,NA,FL_19|FL_20|FL_21,FL_14,FL_17,The Democrat winning (by plurality rules),The Democrat winning (by plurality rules),The Republican winning (by RCV rules)|The Democrat winning (by plurality rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:19:46 AM,04/28/2025 11:23:33 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,41,"Bachelor's degree (for example: BA, AB, BS)",Male,Architecture and Construction,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$100,000-$124,999",White,Full-time
2025-04-28T10:19:55Z,2025-04-28T10:23:29Z,IP Address,67.58.226.100,100,213,TRUE,2025-04-28T10:23:29Z,38.7609,-121.2867,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,0,0,76.117,0,Very well,Very well,Candidate A,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,The Democrat,Don't know,Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Don't know,Candidate B|Candidate A|Don't know,NA,e1f2d0bd-4628-4f26-9bfa-6aeca188ad91,7614aeee-b6cd-4754-8f76-c9f3ec004976,Video,Libertarian,44,9,NA,FL_19|FL_20|FL_21,FL_14,FL_17,The Republican winning (by RCV rules),The Republican winning (by RCV rules),The Democrat winning (by plurality rules)|The Republican winning (by RCV rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:54 AM,04/28/2025 11:23:32 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,54,"Bachelor's degree (for example: BA, AB, BS)",Male,Retired,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$125,000-$149,999",White,Retired
2025-04-28T10:19:48Z,2025-04-28T10:23:29Z,IP Address,45.18.161.24,100,220,TRUE,2025-04-28T10:23:29Z,35.8677,-86.4174,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,0,0,112.255,0,Perfectly well,Perfectly well,Candidate A,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,NA,Candidate B winning (by RCV rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate B,Candidate B|Candidate A|Don't know,NA,fc8926ef-941b-4ead-9b44-16460ec6e35c,7614aeee-b6cd-4754-8f76-c9f3ec004976,Video,Green,44,9,NA,FL_20|FL_19|FL_21,FL_13,FL_17,The Democrat winning (by RCV rules),The Democrat,The Republican winning (by plurality rules)|The Democrat winning (by RCV rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:19:46 AM,04/28/2025 11:23:33 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,31,"Some college, but no degree",Male,Hospitality & Tourism,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$200,000-$224,999",White,Full-time
2025-04-28T10:19:51Z,2025-04-28T10:23:30Z,IP Address,96.233.158.14,100,218,TRUE,2025-04-28T10:23:31Z,41.8233,-71.441,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,NA,NA,NA,NA,Very well,Very well,Candidate A,Not enough information,Candidate A,Not enough information,Candidate B,Your vote goes to your next preferred candidate,Don't know,Candidate B winning (by RCV rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Don't know,Candidate B|Candidate A|Don't know,NA,55ab0a9c-6db7-45c6-b791-87f94072433d,7614aeee-b6cd-4754-8f76-c9f3ec004976,Infographic,Libertarian,44,9,NA,FL_19|FL_21|FL_20,FL_14,FL_17,The Republican winning (by RCV rules),The Republican winning (by RCV rules),The Democrat winning (by plurality rules)|The Republican winning (by RCV rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:50 AM,04/28/2025 11:23:34 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,32,"Bachelor's degree (for example: BA, AB, BS)",Male,Medicine,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$125,000-$149,999",An ethnicity not listed here,Full-time
2025-04-28T10:20:32Z,2025-04-28T10:23:35Z,IP Address,75.192.124.68,100,182,TRUE,2025-04-28T10:23:35Z,39.8238,-86.1407,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Republican,No,Not sure,NA,NA,NA,NA,Moderately well,Moderately well,Candidate A,Not enough information,Candidate A,Not enough information,Candidate B,Your vote goes to your next preferred candidate,NA,Candidate B winning (by RCV rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate B,Candidate B|Candidate A|Don't know,NA,7df6055b-c1b8-47e5-8be4-c62968ec1dad,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Green,44,9,NA,FL_20|FL_21|FL_19,FL_13,FL_17,Don't know,The Republican,The Republican winning (by plurality rules)|The Democrat winning (by RCV rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:20:30 AM,04/28/2025 11:23:38 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,43,"Some college, but no degree",Female,Other,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$40,000-$49,999",White,Part-time
2025-04-28T10:19:46Z,2025-04-28T10:23:40Z,IP Address,73.85.98.93,100,233,TRUE,2025-04-28T10:23:40Z,26.6165,-80.0444,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,Yes,NA,NA,NA,NA,Very well,Very well,Candidate A,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,The Democrat,Candidate B winning (by RCV rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Candidate B,Candidate A|Candidate B|Don't know,"I consider myself to be a fairly intelligent person, and I don't think the descriptions for RCV vs. plurality were fully explained well enough for newbies are new to this type of election. That being said, since some Americans don't even understand popular vote vs. electoral college wins, I worry that many here would not understand RCV if we were to vote in that way.",e96c6864-a0ea-4646-8bfb-529a7c3cf636,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Libertarian,35,18,NA,FL_21|FL_20|FL_19,FL_14,FL_16,The Democrat winning (by plurality rules),The Democrat winning (by plurality rules),The Republican winning (by RCV rules)|The Democrat winning (by plurality rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:19:45 AM,04/28/2025 11:23:42 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,44,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$125,000-$149,999",White,Business Owner
2025-04-28T10:19:50Z,2025-04-28T10:23:47Z,IP Address,67.164.187.180,100,237,TRUE,2025-04-28T10:23:48Z,39.4845,-105.0561,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,No,No,0,0,87.071,0,Moderately well,Moderately well,Candidate A,Candidate A,Candidate A,Candidate A,Candidate A,Your vote goes to your next preferred candidate,Don't know,Candidate B winning (by RCV rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Don't know,Candidate A|Candidate B|Don't know,NA,cb509f73-779d-474f-b723-e75b87af5f64,7614aeee-b6cd-4754-8f76-c9f3ec004976,Video,Libertarian,44,9,NA,FL_19|FL_20|FL_21,FL_14,FL_17,The Democrat winning (by plurality rules),The Democrat winning (by plurality rules),The Republican winning (by RCV rules)|The Democrat winning (by plurality rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:19:49 AM,04/28/2025 11:23:57 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,43,"Bachelor's degree (for example: BA, AB, BS)",Female,Medicine,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$175,000-$199,999",White,"Not in paid work (e.g., homemaker, disabled)"
2025-04-28T10:20:13Z,2025-04-28T10:23:55Z,IP Address,174.195.131.166,100,221,TRUE,2025-04-28T10:23:55Z,33.9258,-117.4899,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Republican,No,No,NA,NA,NA,NA,Perfectly well,Perfectly well,Candidate A,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,NA,Candidate A winning (by plurality rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Candidate A,Candidate A|Candidate B|Don't know,NA,fbf0175b-a023-482e-bbcf-736778d50ae9,7614aeee-b6cd-4754-8f76-c9f3ec004976,Infographic,Green,44,9,NA,FL_19|FL_21|FL_20,FL_13,FL_17,The Republican winning (by plurality rules),The Republican,The Democrat winning (by RCV rules)|The Republican winning (by plurality rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:20:11 AM,04/28/2025 11:23:59 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,38,High school graduate - high school diploma or the equivalent (for example: GED),Male,Hospitality & Tourism,Married,Republican,"Yes, Mexican, Mexican Am., Chicano",Man,Yes,United States,"$90,000-$99,999",An ethnicity not listed here,Full-time
2025-04-28T10:20:17Z,2025-04-28T10:23:55Z,IP Address,71.34.192.94,100,217,TRUE,2025-04-28T10:23:55Z,39.7316,-94.2427,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Republican,No,No,NA,NA,NA,NA,Very well,Very well,Candidate A,Not sure/prefer not to answer,Candidate A,Not sure/prefer not to answer,Not sure/prefer not to answer,Your vote goes to your next preferred candidate,Don't know,Candidate A winning (by plurality rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Candidate A,Candidate A|Candidate B|Don't know,NA,13f126fe-9d69-4aea-af0c-a3252442bf34,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Libertarian,35,18,NA,FL_21|FL_20|FL_19,FL_14,FL_16,Don't know,Don't know,The Republican winning (by RCV rules)|The Democrat winning (by plurality rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:20:15 AM,04/28/2025 11:23:58 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,57,"Some college, but no degree",Female,Arts,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$100,000-$124,999",White,Part-time
2025-04-28T10:20:32Z,2025-04-28T10:23:58Z,IP Address,73.171.21.252,100,206,TRUE,2025-04-28T10:23:58Z,38.4476,-78.8698,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Republican,Yes,No,NA,NA,NA,NA,Moderately well,Moderately well,Candidate A,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,NA,Candidate B winning (by RCV rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Candidate B,Candidate A|Candidate B|Don't know,NA,0aa641c9-a7f9-4cad-aeaa-bf03d3763d68,7614aeee-b6cd-4754-8f76-c9f3ec004976,Infographic,Green,44,9,NA,FL_19|FL_21|FL_20,FL_13,FL_17,The Republican winning (by plurality rules),The Republican,The Democrat winning (by RCV rules)|The Republican winning (by plurality rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:20:31 AM,04/28/2025 11:24:04 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,38,"Bachelor's degree (for example: BA, AB, BS)",Female,Marketing and Sales,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$125,000-$149,999",White,Full-time
2025-04-28T10:19:52Z,2025-04-28T10:23:58Z,IP Address,71.113.184.99,100,245,TRUE,2025-04-28T10:23:58Z,40.2127,-77.0213,EN,1,"Yes, I understand and consent to take part in the survey",I would not vote for either one,Yes,No,NA,NA,NA,NA,Not well at all,Moderately well,Candidate A,Not enough information,Candidate A,Candidate A,Not enough information,Your vote goes to your next preferred candidate,Don't know,Don't know,Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Don't know,Candidate B|Candidate A|Don't know,none,5f0be7a0-fc99-46e8-9d81-d213bb5c60a4,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Libertarian,44,9,NA,FL_21|FL_20|FL_19,FL_14,FL_17,The Democrat winning (by plurality rules),The Democrat winning (by plurality rules),The Democrat winning (by plurality rules)|The Republican winning (by RCV rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:49 AM,04/28/2025 11:24:01 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,57,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,In a relationship,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$40,000-$49,999",An ethnicity not listed here,Full-time
2025-04-28T10:19:56Z,2025-04-28T10:24:00Z,IP Address,96.248.100.49,100,244,TRUE,2025-04-28T10:24:01Z,39.7173,-74.9693,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,NA,NA,NA,NA,Moderately well,Moderately well,Candidate A,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,The Republican,Candidate B winning (by RCV rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate B,Candidate B|Candidate A|Don't know,NA,d625a44f-5883-44d4-84fe-7b63c1f1d033,7614aeee-b6cd-4754-8f76-c9f3ec004976,Infographic,Libertarian,44,9,NA,FL_21|FL_19|FL_20,FL_14,FL_17,The Republican winning (by RCV rules),The Republican winning (by RCV rules),The Democrat winning (by plurality rules)|The Republican winning (by RCV rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:54 AM,04/28/2025 11:24:03 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,36,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Other,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,Prefer not to say,White,Part-time
2025-04-28T10:19:55Z,2025-04-28T10:24:03Z,IP Address,66.76.25.103,100,247,TRUE,2025-04-28T10:24:03Z,33.1321,-95.5925,EN,0.800000011920929,"Yes, I understand and consent to take part in the survey",I would not vote for either one,Yes,No,0,0,73.751,0,Moderately well,Moderately well,Not enough information,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,Don't know,Don't know,Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Don't know,Candidate B|Candidate A|Don't know,NA,94ea21b6-ccd3-4b77-819e-dd8e7a104666,7614aeee-b6cd-4754-8f76-c9f3ec004976,Video,Libertarian,44,9,NA,FL_20|FL_19|FL_21,FL_14,FL_17,Don't know,Don't know,The Democrat winning (by plurality rules)|The Republican winning (by RCV rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:54 AM,04/28/2025 11:24:07 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,64,High school graduate - high school diploma or the equivalent (for example: GED),Female,Retired,Divorced,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$30,000-$39,999",White,Retired
2025-04-28T10:20:06Z,2025-04-28T10:24:08Z,IP Address,166.181.85.211,100,242,TRUE,2025-04-28T10:24:08Z,41.7187,-93.5645,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,No,Not sure,NA,NA,NA,NA,Moderately well,Moderately well,Candidate A,Candidate A,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,NA,Candidate B winning (by RCV rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate B,Candidate B|Candidate A|Don't know,NA,622f47b8-4379-49b7-8624-27efa792e872,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Green,44,9,NA,FL_20|FL_21|FL_19,FL_13,FL_17,The Republican winning (by plurality rules),The Democrat,The Republican winning (by plurality rules)|The Democrat winning (by RCV rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:20:04 AM,04/28/2025 11:24:12 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,26,"Some college, but no degree",Female,Arts,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"Less than $10,000",White,"Not in paid work (e.g., homemaker, disabled)"
2025-04-28T10:20:26Z,2025-04-28T10:24:12Z,IP Address,108.54.161.193,100,225,TRUE,2025-04-28T10:24:12Z,40.7852,-73.8098,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,Yes,0,0,81.615,0,Very well,Moderately well,Candidate A,Not enough information,Candidate A,Not enough information,Candidate B,Your vote goes to your next preferred candidate,NA,Candidate B winning (by RCV rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Candidate B,Candidate A|Candidate B|Don't know,NA,e9fa1887-401a-4830-b06e-9af942a9fdf5,7614aeee-b6cd-4754-8f76-c9f3ec004976,Video,Green,35,18,NA,FL_19|FL_20|FL_21,FL_13,FL_16,The Democrat winning (by RCV rules),The Democrat,The Democrat winning (by RCV rules)|The Republican winning (by plurality rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:47 AM,04/28/2025 11:24:17 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,36,"Bachelor's degree (for example: BA, AB, BS)",Female,Government & Public Administration,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$125,000-$149,999",White,Full-time
2025-04-28T10:19:55Z,2025-04-28T10:24:13Z,IP Address,76.185.209.134,100,258,TRUE,2025-04-28T10:24:14Z,29.3521,-98.6108,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Republican,No,No,0,0,96.36,0,Moderately well,Moderately well,Candidate A,Candidate A,Candidate A,Candidate A,Candidate A,Not sure/prefer not to answer,NA,Candidate A winning (by plurality rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate A,Candidate B|Candidate A|Don't know,NA,c508807c-b539-47ef-88fd-a45acceace46,7614aeee-b6cd-4754-8f76-c9f3ec004976,Video,Green,35,18,NA,FL_19|FL_20|FL_21,FL_13,FL_16,The Republican winning (by plurality rules),The Republican,The Republican winning (by plurality rules)|The Democrat winning (by RCV rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:19:52 AM,04/28/2025 11:24:16 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,37,"Bachelor's degree (for example: BA, AB, BS)",Female,Military,Divorced,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$30,000-$39,999",Filipino,Full-time
2025-04-28T10:20:14Z,2025-04-28T10:24:18Z,IP Address,76.75.24.130,100,243,TRUE,2025-04-28T10:24:18Z,45.5205,-109.4429,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Republican,Not sure,Not sure,0,0,23.068,0,Very well,Very well,Candidate A,Not enough information,Candidate A,Not enough information,Candidate B,Your vote goes to your next preferred candidate,NA,Candidate A winning (by plurality rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate A,Candidate B|Candidate A|Don't know,NA,06d04b8b-1bbf-4cb7-b66b-22e27fc19210,7614aeee-b6cd-4754-8f76-c9f3ec004976,Video,Green,35,18,NA,FL_19|FL_20|FL_21,FL_13,FL_16,The Republican winning (by plurality rules),The Republican,The Republican winning (by plurality rules)|The Democrat winning (by RCV rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:20:13 AM,04/28/2025 11:24:23 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,42,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$80,000-$89,999",White,Full-time
2025-04-28T10:19:51Z,2025-04-28T10:24:20Z,IP Address,73.192.228.138,100,268,TRUE,2025-04-28T10:24:20Z,38.768,-121.3349,EN,0.8999999761581421,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,NA,NA,NA,NA,Very well,Moderately well,Candidate A,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,NA,Candidate B winning (by RCV rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate B,Candidate B|Candidate A|Don't know,NA,e3628fcd-9b44-4525-a54a-336609237a8f,7614aeee-b6cd-4754-8f76-c9f3ec004976,Infographic,Green,35,18,NA,FL_19|FL_21|FL_20,FL_13,FL_16,The Democrat winning (by RCV rules),The Democrat,The Republican winning (by plurality rules)|The Democrat winning (by RCV rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:19:50 AM,04/28/2025 11:24:31 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,34,"Bachelor's degree (for example: BA, AB, BS)",Male,Medicine,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$30,000-$39,999",Vietnamese,Full-time
2025-04-28T10:19:52Z,2025-04-28T10:24:20Z,IP Address,98.236.25.91,100,267,TRUE,2025-04-28T10:24:20Z,40.064,-80.7209,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Not sure,Not sure,NA,NA,NA,NA,Moderately well,Moderately well,Candidate A,Candidate A,Candidate A,Candidate A,Candidate A,Your vote goes to your next preferred candidate,Don't know,Candidate A winning (by plurality rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Don't know,Candidate B|Candidate A|Don't know,NA,6cf1d0e8-4dd2-4f96-9f67-309534e41942,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Libertarian,35,18,NA,FL_21|FL_20|FL_19,FL_14,FL_16,The Democrat winning (by plurality rules),The Democrat winning (by plurality rules),The Democrat winning (by plurality rules)|The Republican winning (by RCV rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:50 AM,04/28/2025 11:24:35 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,27,"Bachelor's degree (for example: BA, AB, BS)",Female,"Agriculture, Food and Natural Resources",In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$90,000-$99,999",White,Full-time
